# OSU RCCL-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Size       Avg Latency(us)
1                     433.03
2                     425.83
4                     427.24
8                     427.72
16                    427.43
32                    427.89
64                    429.33
128                   431.74
256                   429.77
512                   430.62
1024                  558.71
2048                  486.69
4096                  459.70
8192                  620.75
16384                 652.88
32768                 701.55
65536                 871.99
131072               1210.75
262144               1867.27
524288               3173.29
1048576              6503.22
