# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      24.56
2                      23.96
4                      24.25
8                      26.05
16                     28.07
32                     29.89
64                     30.98
128                    44.46
256                    47.18
512                    58.25
1024                   61.75
2048                   79.61
4096                  111.61
8192                  161.98
16384                 239.39
32768                 398.26
65536                 714.99
131072               1349.97
262144               2608.79
524288               5180.02
1048576             10302.62
