# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     108.02
2                     109.58
4                     109.44
8                     114.29
16                    131.66
32                    131.46
64                    279.36
128                   308.23
256                   357.67
512                   722.47
1024                  957.67
2048                 1398.82
4096                 3645.13
8192                 9257.87
16384               18583.02
32768               37477.59
65536               78719.89
131072             162223.39
262144             326986.02
524288             651118.73
1048576           1302574.21
