# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      10.97
8                      10.95
16                     10.98
32                     11.29
64                     11.37
128                    11.93
256                    13.53
512                    13.70
1024                   14.08
2048                   20.96
4096                   16.47
8192                   28.91
16384                  42.30
32768                  61.12
65536                  84.18
131072                112.61
262144                162.95
524288                259.77
1048576               446.67
