# OSU RCCL-ROCM Allgather Latency Test v7.5.2
# Size       Avg Latency(us)
1                     619.37
2                     620.95
4                     625.45
8                     619.57
16                    622.41
32                    623.04
64                    628.25
128                   633.86
256                   638.56
512                  3609.18
1024                  739.76
2048                  876.66
4096                 3753.37
8192                 4127.26
16384                4537.12
32768                4677.48
65536                4782.78
131072               4932.63
262144               5801.63
524288               6266.94
1048576             11057.01
