# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      37.53
8                      37.90
16                     38.05
32                     38.79
64                     56.07
128                    60.03
256                    63.54
512                    66.19
1024                   68.97
2048                   72.36
4096                   76.99
8192                  139.76
16384                 167.31
32768                 201.78
65536                 271.26
131072                440.33
262144                813.31
524288               1635.94
1048576              2779.40
