# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      37.33
8                      37.45
16                     37.72
32                     38.93
64                     57.50
128                    62.08
256                    65.53
512                    68.82
1024                   97.49
2048                   84.83
4096                   85.57
8192                  140.40
16384                 170.58
32768                 204.63
65536                 273.09
131072                438.95
262144                754.78
524288               1400.71
1048576              2678.92
