# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     239.31
2                     240.12
4                     241.79
8                     249.08
16                    246.42
32                    249.80
64                    334.54
128                   356.48
256                   409.95
512                   471.41
1024                  451.16
2048                  485.00
4096                  525.82
8192                  592.14
16384                 810.17
32768                5172.17
65536                6068.68
131072               8204.53
262144              12209.80
524288              20100.28
1048576             38545.10
