# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     122.12
2                      87.23
4                     748.56
8                     688.22
16                    699.67
32                    703.50
64                    704.89
128                   705.93
256                   712.33
512                    89.40
1024                   91.57
2048                   88.97
4096                  101.34
8192                  110.19
16384                 113.06
32768                 124.61
65536                 157.49
131072                233.56
262144                300.05
524288                497.87
1048576               910.57
