# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                     208.24
8                      99.39
16                     98.13
32                     99.97
64                    100.33
128                   156.38
256                   142.16
512                   143.99
1024                  146.98
2048                  192.50
4096                  172.36
8192                  199.41
16384                 229.64
32768                 275.64
65536                 350.91
131072                554.93
262144               1007.77
524288               1912.71
1048576              3726.23
