# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      70.79
2                      71.06
4                      71.57
8                      72.19
16                     72.97
32                     75.54
64                     89.91
128                    99.02
256                   104.82
512                   127.70
1024                  158.90
2048                  222.78
4096                  312.04
8192                  425.99
16384                 697.72
32768                1245.49
65536                2344.00
131072               4591.32
262144               8876.14
524288              17496.59
1048576             34746.03
