# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                    5134.29
2                    5168.70
4                    5192.06
8                    5282.14
16                   5324.00
32                   5345.54
64                   5358.51
128                  5514.67
256                  5550.54
512                  5618.03
1024                  330.10
2048                  334.77
4096                  356.94
8192                  407.65
16384                 478.48
32768                 690.87
65536                1221.06
131072               2644.40
262144               5132.89
524288               9276.74
1048576             15081.92
