# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     130.52
2                     134.75
4                     134.79
8                     134.87
16                    139.56
32                    141.97
64                    143.59
128                   216.10
256                   235.49
512                   299.89
1024                  212.23
2048                  219.93
4096                  243.62
8192                  285.73
16384                 403.03
32768                 668.62
65536                1354.06
131072               3071.62
262144               6025.79
524288               9942.33
1048576             18977.52
