# OSU RCCL-ROCM Allreduce Latency Test v7.5.2
# Size       Avg Latency(us)
4                     135.38
8                     135.23
16                    124.86
32                    124.90
64                     54.82
128                    55.85
256                    57.36
512                    60.17
1024                   64.01
2048                   69.30
4096                   72.98
8192                  171.23
16384                 185.60
32768                 187.44
65536                 189.92
131072                225.43
262144                246.30
524288                283.91
1048576               378.74
