# OSU RCCL-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Size       Avg Latency(us)
1                     904.21
2                     894.13
4                     899.29
8                     899.83
16                    898.87
32                    898.79
64                    902.46
128                   907.78
256                  1023.97
512                  1222.72
1024                  911.68
2048                  963.80
4096                  960.06
8192                 1282.19
16384                1324.99
32768                1454.40
65536                1804.96
131072               2464.22
262144               3857.42
524288               7011.32
1048576             13835.31
