# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       4.46
2                       4.48
4                       4.58
8                       4.41
16                      4.62
32                      4.96
64                      5.41
128                     5.62
256                     5.91
512                     6.32
1024                    7.22
2048                    8.94
4096                   11.21
8192                   15.85
16384                  26.82
32768                  59.98
65536                 112.49
131072                210.46
262144                397.32
524288                846.70
1048576              1653.53
