# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      38.94
2                      41.31
4                      43.98
8                      46.97
16                     51.86
32                     66.85
64                     76.63
128                   163.87
256                   142.67
512                   270.70
1024                  325.77
2048                  403.84
4096                  545.38
8192                 1097.71
16384                1631.60
32768                2749.69
65536                5027.28
131072               9650.01
262144              18978.39
524288              37704.15
1048576             75736.59
