# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      31.13
2                      32.49
4                      34.81
8                      36.60
16                     39.11
32                     43.71
64                     57.38
128                    68.15
256                    73.52
512                    94.51
1024                  127.20
2048                  174.19
4096                  252.61
8192                  400.23
16384                 686.20
32768                1263.39
65536                2417.50
131072               4733.42
262144               9371.79
524288              19094.78
1048576             38335.08
