# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                   21238.95
2                   21763.72
4                   20901.30
8                   21122.16
16                  21193.30
32                  21307.84
64                  21317.81
128                 21639.26
256                 21798.18
512                   809.97
1024                  810.60
2048                  810.85
4096                  812.63
8192                 1137.20
16384                1489.94
32768                2454.43
65536                4522.79
131072               9241.02
262144              20055.14
524288              31711.22
1048576             54454.88
