# OSU RCCL-ROCM Allreduce Latency Test v7.5.2
# Size       Avg Latency(us)
4                     247.70
8                     247.76
16                    230.42
32                    230.85
64                    104.91
128                   106.93
256                   111.60
512                   120.29
1024                  129.66
2048                  147.93
4096                  154.39
8192                  373.55
16384                 404.82
32768                 406.88
65536                 415.43
131072                490.06
262144                525.49
524288                588.13
1048576               703.52
