# OSU RCCL-ROCM Allgather Latency Test v7.5.2
# Size       Avg Latency(us)
1                      62.94
2                      57.93
4                      57.89
8                      58.24
16                     58.04
32                     58.12
64                     58.43
128                    59.43
256                    59.92
512                    60.99
1024                   64.16
2048                   70.59
4096                  215.50
8192                  224.17
16384                 239.64
32768                 265.90
65536                 271.32
131072                289.49
262144                341.11
524288                386.80
1048576               663.93
