# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      80.11
2                      79.90
4                      80.55
8                      81.15
16                     84.42
32                     97.66
64                    107.91
128                   190.46
256                   188.76
512                   303.79
1024                  353.58
2048                  434.41
4096                  584.13
8192                 1126.64
16384                1654.09
32768                2732.46
65536                4932.25
131072               9341.40
262144              17830.71
524288              35061.93
1048576             69490.12
