# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      57.68
8                      58.88
16                     59.11
32                     60.52
64                     59.75
128                    67.53
256                   106.81
512                   146.80
1024                  129.54
2048                  124.35
4096                  131.74
8192                  200.70
16384                 224.97
32768                 261.99
65536                 351.73
131072                571.65
262144                974.34
524288               1790.79
1048576              3420.38
