# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      19.34
8                      20.08
16                     19.85
32                     20.35
64                     19.82
128                    23.13
256                    25.24
512                    25.40
1024                   26.22
2048                   27.36
4096                   30.91
8192                   76.13
16384                  81.20
32768                  90.60
65536                 195.32
131072                332.19
262144                609.10
524288               1112.90
1048576              2212.88
