# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      65.33
2                      65.54
4                      65.69
8                      66.17
16                     66.79
32                     67.31
64                     70.41
128                    84.49
256                    94.36
512                   101.86
1024                  125.25
2048                  152.85
4096                  213.42
8192                  279.15
16384                 421.95
32768                 710.23
65536                1303.49
131072               2464.13
262144               4597.60
524288               9071.09
1048576             17922.11
