# OSU RCCL-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Size       Avg Latency(us)
1                      89.61
2                      89.44
4                      89.65
8                      90.35
16                     89.70
32                     89.95
64                     90.38
128                    91.40
256                    90.70
512                    90.82
1024                   91.24
2048                   93.19
4096                   98.39
8192                  120.30
16384                 137.13
32768                 137.52
65536                 172.70
131072                233.40
262144                352.37
524288                588.25
1048576              1067.92
