# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      20.13
2                      20.21
4                      26.09
8                      26.54
16                     28.07
32                     29.25
64                     29.70
128                    29.84
256                    34.47
512                    24.00
1024                   26.07
2048                   26.50
4096                   30.85
8192                   37.63
16384                  48.45
32768                  71.48
65536                 116.51
131072                212.48
262144                385.77
524288                763.70
1048576              1516.44
