# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     149.34
2                      88.03
4                      85.62
8                      85.94
16                     86.85
32                     87.18
64                     91.87
128                   101.61
256                   108.05
512                   119.18
1024                  155.18
2048                  207.34
4096                  315.78
8192                  528.55
16384                 967.20
32768                3184.78
65536                8155.17
131072              17677.03
262144              37523.52
524288              79165.76
1048576            163078.95
