# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     229.60
2                     245.46
4                     245.97
8                     246.90
16                    256.33
32                    289.11
64                    332.80
128                   359.42
256                   437.13
512                   480.80
1024                  423.15
2048                  430.25
4096                  439.38
8192                  639.27
16384                 906.47
32768                5096.24
65536                6045.96
131072               8175.81
262144              12294.40
524288              20431.26
1048576             38944.79
