# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                   10022.88
2                   10258.37
4                   10290.38
8                   10433.27
16                  10471.71
32                  10557.59
64                  10766.07
128                 10844.82
256                 10912.81
512                 11215.64
1024                  642.47
2048                  666.37
4096                  696.36
8192                  783.61
16384                 902.31
32768                5733.60
65536                7277.29
131072               8668.40
262144              11580.42
524288              17450.30
1048576             28945.92
