# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      32.48
8                      33.06
16                     32.96
32                     50.27
64                     49.52
128                    54.51
256                    56.98
512                    59.61
1024                   83.78
2048                   71.38
4096                   73.46
8192                  123.88
16384                 149.23
32768                 187.68
65536                 251.03
131072                398.72
262144                696.69
524288               1285.47
1048576              2445.75
