# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      64.07
2                      64.18
4                      65.12
8                      65.85
16                     66.67
32                     67.68
64                     79.26
128                    90.18
256                    95.55
512                   105.93
1024                  122.82
2048                  153.27
4096                  201.14
8192                  278.92
16384                 421.79
32768                 709.67
65536                1276.49
131072               2420.39
262144               4542.29
524288               9064.02
1048576             17913.91
