# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      32.26
8                      32.87
16                     32.87
32                     47.26
64                     46.66
128                    50.98
256                    54.28
512                    57.63
1024                   58.54
2048                   62.85
4096                   67.33
8192                  123.54
16384                 142.32
32768                 181.26
65536                 247.62
131072                401.04
262144                711.19
524288               1324.54
1048576              2536.07
