# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                    2967.76
2                    3031.61
4                    3117.78
8                    3202.81
16                   3168.96
32                   2662.77
64                   2717.37
128                  2722.84
256                  2771.36
512                  2782.32
1024                   95.30
2048                   98.56
4096                   96.58
8192                  152.66
16384                 206.22
32768                 316.98
65536                 537.80
131072               1158.80
262144               2440.43
524288               3883.77
1048576              6690.26
