# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      44.07
2                      44.35
4                      44.31
8                      48.47
16                     44.01
32                     44.88
64                     43.84
128                    43.96
256                    44.53
512                    45.94
1024                   45.50
2048                   49.67
4096                   65.73
8192                   89.65
16384                  81.40
32768                  82.14
65536                  88.93
131072                 87.76
262144                113.49
524288                165.27
1048576               268.29
