# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      32.73
2                      34.23
4                      36.45
8                      38.19
16                     40.69
32                     50.52
64                     60.49
128                    73.91
256                    76.10
512                   100.88
1024                  132.00
2048                  178.65
4096                  257.12
8192                  404.43
16384                 688.88
32768                1265.90
65536                2417.92
131072               4725.52
262144               9318.18
524288              19023.82
1048576             38292.64
