# OSU RCCL-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Size       Avg Latency(us)
1                    1906.61
2                    1883.07
4                    1890.61
8                    1892.77
16                   1890.07
32                   1889.39
64                   1896.05
128                  2319.50
256                  2232.27
512                  1900.10
1024                 1907.35
2048                 1996.34
4096                 2008.14
8192                 2688.48
16384                2784.26
32768                3093.69
65536                3797.81
131072               5354.42
262144               8412.08
524288              14272.01
1048576             28545.47
