# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                   11001.81
2                   11312.73
4                   11420.37
8                   10477.65
16                  10647.69
32                  10638.05
64                  10618.39
128                 10711.70
256                 10761.09
512                 10898.59
1024                  402.45
2048                  400.03
4096                  401.02
8192                  572.86
16384                 784.89
32768                5007.67
65536                5672.26
131072               7115.24
262144              10043.19
524288              16168.61
1048576             28813.14
