# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      45.58
2                      48.17
4                      50.77
8                      55.02
16                     70.19
32                     81.78
64                    287.98
128                   246.01
256                   253.31
512                   517.04
1024                  601.74
2048                  754.33
4096                 1026.72
8192                 2115.17
16384                3165.63
32768                5350.36
65536                9753.98
131072              18965.08
262144              37016.42
524288              74038.38
1048576            148628.89
