# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      41.27
8                      41.13
16                     41.08
32                     42.23
64                     44.00
128                    78.51
256                    79.84
512                    81.57
1024                   84.67
2048                  128.43
4096                   93.81
8192                  126.08
16384                 152.18
32768                 189.57
65536                 252.30
131072                440.31
262144                816.47
524288               1470.05
1048576              2871.88
