# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      51.48
8                      51.47
16                     51.62
32                     52.95
64                     54.40
128                    61.01
256                    90.87
512                    93.66
1024                   95.72
2048                  156.76
4096                  105.26
8192                  141.98
16384                 165.97
32768                 199.89
65536                 263.48
131072                451.35
262144                793.84
524288               1464.20
1048576              2830.29
