# OSU RCCL-ROCM Allgather Latency Test v7.5.2
# Size       Avg Latency(us)
1                      40.38
2                      39.27
4                      38.26
8                      38.41
16                     38.37
32                     38.39
64                     38.56
128                    38.78
256                    38.85
512                    38.83
1024                   39.59
2048                   42.33
4096                   42.71
8192                   42.95
16384                  43.54
32768                  44.23
65536                  65.64
131072                 68.06
262144                 73.99
524288                 88.20
1048576               120.73
