# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      13.93
8                      14.08
16                     14.08
32                     14.30
64                     15.51
128                    17.48
256                    17.28
512                    17.68
1024                   18.57
2048                   20.40
4096                   23.53
8192                   37.42
16384                  44.46
32768                  51.54
65536                 146.84
131072                262.09
262144                490.71
524288                945.73
1048576              1861.26
