# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      29.16
8                      30.40
16                     54.42
32                     54.71
64                     53.51
128                    57.51
256                    57.40
512                    59.80
1024                   61.48
2048                   63.20
4096                   67.93
8192                  115.32
16384                 141.63
32768                 174.70
65536                 227.67
131072                367.79
262144                648.60
524288               1200.28
1048576              2308.67
