# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                    5004.85
2                    5112.22
4                    5190.99
8                    5243.16
16                   5287.30
32                   5270.67
64                   5372.36
128                  5392.99
256                  5412.51
512                  5500.59
1024                  180.45
2048                  188.26
4096                  204.87
8192                  254.01
16384                 357.63
32768                 584.82
65536                1132.82
131072               2744.75
262144               4886.55
524288               7867.73
1048576             14132.03
