# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                     136.83
8                      74.55
16                     74.13
32                     74.55
64                     72.13
128                    73.19
256                    73.23
512                    73.66
1024                   74.06
2048                   75.64
4096                   93.46
8192                  105.18
16384                 109.11
32768                 133.99
65536                 216.98
131072                386.12
262144                685.54
524288               1283.32
1048576              2472.64
