# OSU RCCL-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Size       Avg Latency(us)
1                    3850.26
2                    3844.78
4                    3869.53
8                    3866.88
16                   3871.44
32                   3869.61
64                   5049.49
128                  3897.24
256                  3876.22
512                  3879.81
1024                 3905.21
2048                 3983.01
4096                 4098.32
8192                 5638.25
16384                5804.32
32768                6485.81
65536                7972.65
131072              10744.18
262144              16681.35
524288              28720.97
1048576             58183.48
