# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                    1271.63
2                    1331.47
4                    1352.02
8                    1347.38
16                   1368.43
32                   1381.44
64                   1389.22
128                  1388.87
256                  1399.60
512                    48.83
1024                   49.95
2048                   52.91
4096                   58.00
8192                   79.49
16384                 105.83
32768                 161.85
65536                 271.73
131072                485.17
262144                965.22
524288               2041.73
1048576              3936.53
