# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     228.06
2                     243.77
4                     244.82
8                     255.57
16                    250.04
32                    252.96
64                    333.25
128                   357.16
256                   426.43
512                   493.60
1024                  401.68
2048                  431.25
4096                  465.50
8192                  565.73
16384                 831.70
32768                5083.50
65536                6009.95
131072               8148.68
262144              12193.00
524288              20205.95
1048576             38964.78
