# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      73.69
2                      73.76
4                      75.65
8                      87.00
16                     87.51
32                     88.29
64                     90.62
128                    91.95
256                   153.64
512                   171.27
1024                   89.46
2048                   97.57
4096                   92.43
8192                  161.19
16384                 226.80
32768                 363.83
65536                 651.81
131072               1480.62
262144               2942.90
524288               4988.96
1048576              9408.76
