# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      83.48
2                      83.60
4                      84.79
8                      94.15
16                    101.91
32                    112.30
64                    251.68
128                   284.31
256                   341.80
512                   555.95
1024                  647.98
2048                  798.06
4096                 1066.31
8192                 2144.30
16384                3190.08
32768                5366.42
65536                9513.76
131072              17873.21
262144              34157.13
524288              67115.53
1048576            133074.19
