# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     125.61
2                     127.68
4                     139.61
8                     139.58
16                    141.04
32                    144.93
64                    158.89
128                   217.12
256                   237.45
512                   303.10
1024                  200.93
2048                  190.86
4096                  194.48
8192                  319.60
16384                 458.07
32768                 754.42
65536                1462.01
131072               3323.89
262144               6082.61
524288              10018.27
1048576             19209.36
