# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      38.59
2                      39.11
4                      39.99
8                      41.18
16                     43.57
32                     54.27
64                     60.73
128                   109.37
256                   124.14
512                   245.61
1024                  281.83
2048                  339.89
4096                  451.34
8192                  919.51
16384                1337.65
32768                2282.45
65536                3917.60
131072               8428.96
262144              19436.85
524288              39495.36
1048576             79551.13
