# OSU RCCL-ROCM Allgather Latency Test v7.5.2
# Size       Avg Latency(us)
1                    1217.23
2                    1218.09
4                    1220.71
8                    1225.99
16                   1229.73
32                   1230.76
64                   1241.20
128                  1252.22
256                  1259.35
512                  1302.48
1024                 1453.73
2048                 7273.11
4096                 7521.78
8192                 8285.57
16384                9134.51
32768                9342.18
65536                9544.62
131072               9866.35
262144              11619.23
524288              12522.18
1048576             22138.42
