# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     125.45
2                     127.34
4                     139.76
8                     139.57
16                    148.46
32                    142.87
64                    146.03
128                   216.19
256                   236.12
512                   304.22
1024                  189.95
2048                  194.41
4096                  215.32
8192                  284.07
16384                 418.49
32768                 699.49
65536                1398.95
131072               3288.06
262144               6028.95
524288               9916.02
1048576             19108.14
