# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      28.79
8                      29.15
16                     35.70
32                     35.98
64                     35.61
128                    39.24
256                    42.10
512                    45.48
1024                   56.23
2048                   52.58
4096                   54.94
8192                   96.07
16384                 124.46
32768                 157.68
65536                 196.57
131072                318.53
262144                556.85
524288               1006.86
1048576              1866.42
