# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      59.53
2                      57.26
4                      57.46
8                      58.09
16                     58.24
32                     59.00
64                     59.89
128                    62.21
256                    76.29
512                    83.43
1024                   90.12
2048                  108.32
4096                  144.96
8192                  191.26
16384                 270.54
32768                 432.58
65536                 742.38
131072               1378.92
262144               2539.64
524288               4725.51
1048576              9228.91
