# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     101.57
2                     101.52
4                     103.88
8                     106.52
16                    111.10
32                    125.45
64                    125.58
128                   180.94
256                   209.74
512                   385.93
1024                  512.87
2048                  745.07
4096                 1182.53
8192                 3680.32
16384                8674.80
32768               18152.96
65536               37173.06
131072              78593.56
262144             162702.07
524288             327354.49
1048576            652758.29
