# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      30.25
8                      31.22
16                     53.78
32                     54.12
64                     52.98
128                    56.95
256                    57.99
512                    61.77
1024                   73.65
2048                   69.94
4096                   73.33
8192                  114.42
16384                 142.16
32768                 180.12
65536                 225.21
131072                367.44
262144                628.28
524288               1147.87
1048576              2184.97
