# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      60.28
2                      60.00
4                      60.05
8                      60.72
16                     59.59
32                     59.51
64                     59.61
128                    59.89
256                    59.79
512                    60.12
1024                   60.43
2048                   60.94
4096                   83.06
8192                   85.61
16384                  86.24
32768                  86.83
65536                  85.69
131072                 89.85
262144                108.51
524288                150.63
1048576               221.70
