# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      57.10
8                      57.78
16                     57.81
32                     59.10
64                     57.63
128                    97.70
256                   100.43
512                   116.30
1024                  132.03
2048                  119.16
4096                  120.25
8192                  183.13
16384                 211.46
32768                 252.40
65536                 334.66
131072                556.71
262144                978.58
524288               1831.97
1048576              3540.42
