# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      23.04
2                      23.23
4                      23.28
8                      24.44
16                     23.00
32                     23.83
64                     24.53
128                    28.68
256                    25.12
512                    25.84
1024                   31.81
2048                   32.82
4096                   40.51
8192                   48.14
16384                  52.28
32768                  62.01
65536                  81.88
131072                121.68
262144                200.89
524288                358.48
1048576               673.98
