# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      78.65
2                      78.91
4                      79.77
8                      81.07
16                     89.43
32                     98.01
64                    111.87
128                   165.88
256                   191.97
512                   309.55
1024                  356.92
2048                  440.54
4096                  581.79
8192                 1126.70
16384                1664.04
32768                2733.69
65536                4939.94
131072               9356.05
262144              17830.13
524288              35045.99
1048576             69467.20
