# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      19.62
2                      19.89
4                      19.19
8                      19.48
16                     21.20
32                     22.52
64                     23.45
128                    24.56
256                    31.63
512                    44.88
1024                   46.66
2048                   50.02
4096                   67.42
8192                   96.76
16384                 141.26
32768                 218.01
65536                 371.28
131072                671.70
262144               1276.06
524288               2493.22
1048576              4912.18
